SITEID_12,UID,LAT_DD,LON_DD,LakeArea,LakeDepth,LakePerim,LakeEleva,HUC2,HUC8,SITEID_07,ECO3,ECO3_2015,ECO4,ECO4_2015,EPA_REG,Cond,DOC,NTL,pH,PTL,Silica,Temp,Sol
NLA12_ND-118,6476,46.36786408,-99.39845029,23.9001928,4,3.085035592,599.05,10,10130104,,42,42,42b,42b,Region_8,4420,21.51,2.715,8.6,230,48.216,18.67625,5.814379085
NLA12_ND-119,6852,47.73683911,-100.4387591,37.61191787,2,2.347243402,517,9,9020202,,46,46,46i,46i,Region_8,5520,29.36,2.508,9.35,840,6.334,21.37474359,5.589084967
NLA12_ND-126,6654,48.74897872,-102.9425695,13.18466442,2,1.97176497,737.04,9,9010001,,42,42,42d,42d,Region_8,1989,21.68,3.088,8.94,751,24.272,16.8,5.77254902
NLA12_ND-129,7482,46.71384398,-100.1527425,1218.852908,2.1,28.77943496,521.91,10,10130103,,42,42,42b,42b,Region_8,2650,19.09,3.68,9.22,839,23.704,21.55128205,5.807058824
NLA12_ND-131,7707,46.61482047,-101.8950983,1328.229399,15,52.91151436,629.58,10,10130202,,43,43,43a,43a,Region_8,1798,10.19,1.14,8.53,36,3.843,21.94666667,5.807058824
NLA12_ND-134,7067,46.02278583,-99.29204583,53.58494942,5.1,4.256713691,590.82,10,10130106,,42,42,42a,42a,Region_8,2190,20.25,2.336,8.88,302,39.19,23.97641026,5.814379085
NLA12_ND-139,6538,47.90420192,-101.0598295,23.20337924,3.5,2.989814994,644.62,9,9010001,,42,42,42a,42a,Region_8,1240,25.53,2.668,8.9,131,23.847,15.5,5.589084967
NLA12_ND-145,7701,47.08001327,-99.73058586,7.124819333,3,1.061315998,530.4,10,10130103,,42,42,42b,42b,Region_8,772,18.14,1.373,8.75,91,29.9,21.5025641,5.633267974
NLA12_ND-146,6546,48.914933,-100.4334397,13.80037712,2.3,1.750153335,658.52,9,9010004,,46,46,46b,46b,Region_8,1328,27.86,2.693,8.75,128,26.636,16.05,5.61124183
NLA12_ND-149,7417,47.06803402,-99.0799129,17.27003109,4.3,1.602258191,544.53,10,10160002,,42,42,42a,42a,Region_8,2340,33.74,6.2,9.2,1254,27.008,25.3,5.633267974
NLA12_ND-151,6697,47.2749168,-100.3980476,198.3549872,2.5,7.211722067,588.11,10,10130103,NLA06608-2318,42,42,42a,42a,Region_8,1741,22.88,3.125,8.9,272,32.249,18.34782051,5.589084967
NLA12_ND-155,6693,48.35144139,-102.1406782,89.19401757,1.7,4.246928014,645.14,10,10110101,,42,42,42d,42d,Region_8,64810,41.64,5.119,9.71,3590,26.324,17.2,5.77254902
NLA12_ND-156,7858,47.17037042,-99.24800631,104.9303077,4.5,11.14481722,582.32,10,10160002,,42,42,42a,42a,Region_8,1533,23.79,3.59,9.02,432,30.133,20.36384615,5.633267974
NLA12_ND-160,7543,47.17341262,-99.77111166,35.57997894,3.1,2.557772717,540.21,10,10130103,,42,42,42b,42b,Region_8,2600,23.44,1.981,9.85,53,3.208,24.6525641,5.633267974
NLA12_ND-162,6577,48.55085513,-99.92530218,41.83065494,3,2.707022555,485.31,9,9010004,,46,46,46f,46f,Region_8,974,19.75,1.958,8.89,88,13.721,16.815,5.552222222
NLA12_ND-163,6599,46.54392165,-104.028258,3.787580957,2.5,1.058925551,907.4,10,10110203,,43,43,43a,43a,Region_8,2860,23.33,1.953,9.08,138,1.511,17.7,6.214313725
NLA12_ND-164,7418,47.13839584,-99.13252314,38.88659889,4.8,3.316656794,553.58,10,10160002,,42,42,42a,42a,Region_8,2310,19.45,3.373,8.82,333,36.788,25.20384615,5.633267974
NLA12_ND-167,6853,47.3986724,-100.8114446,43.28055482,4,3.783848465,553.3,10,10130101,,42,42,42a,42a,Region_8,4060,32.43,3.775,8.89,322,7.07,21.65384615,5.589084967
NLA12_ND-172,7526,47.20188944,-99.35239064,194.205161,3.3,14.57879756,563.54,10,10160002,,42,42,42a,42a,Region_8,1580,15.4,2.713,8.93,317,39.788,24.2324359,5.633267974
NLA12_ND-173,6717,46.40002555,-99.28218473,69.8099082,2.8,5.175598519,581.73,10,10130104,,42,42,42b,42b,Region_8,1893,15.3,1.831,8.62,81,14.254,19.24064103,5.814379085
NLA12_ND-178,6594,48.95477319,-99.83321117,38.29298202,7.5,3.579561189,650.57,9,9020313,,46,46,46b,46b,Region_8,618,12.31,0.95,8.61,51,18.249,17.101875,5.552222222
NLA12_ND-186,6636,48.57418374,-103.6650787,31.25340549,1.5,3.310939235,603.67,10,10110102,NLA06608-1920,42,42,42i,42i,Region_8,1608,12.65,1.194,8.65,68,6.328,18.8025641,5.77254902
NLA12_ND-187,6865,48.00697014,-101.5324187,74.15216134,10.7,5.315700155,620.39,10,10110101,,42,42,42b,42b,Region_8,1258,12.16,1.054,8.54,43,20.693,18.99358974,5.61124183
NLA12_ND-190,7649,48.54728662,-99.18516789,16.46536508,1.1,1.54301486,448.41,9,9020201,,46,46,46c,46c,Region_8,2720,25.48,4.781,8.94,359,52.09,23.18589744,5.552222222
NLA12_ND-193,7449,47.08352059,-99.22730879,45.10079929,3.4,2.818150075,550.62,10,10160002,,42,42,42a,42a,Region_8,1248,18.98,3.333,8.89,279,46.972,NA,5.633267974
NLA12_ND-194,7559,48.72020198,-102.1149998,1718.487658,2.4,87.40912022,549.48,9,9010002,,46,46,46h,46h,Region_8,1022,20.18,5.738,9.37,599,19.052,24.10166667,5.77254902
NLA12_ND-196,6964,47.24136596,-99.83730412,172.5442031,4,9.599342895,558.81,10,10130103,,42,42,42b,42b,Region_8,3920,16.79,1.901,8.99,91,23.604,24.29487179,5.633267974
NLA12_ND-198,7645,48.87733825,-99.97954534,4.303303461,1.9,0.932052601,648.28,9,9010004,,46,46,46b,46b,Region_8,2240,31.06,1.875,8.55,78,21.047,25,5.552222222
NLA12_ND-199,8150,47.848299,-100.278256,19.19744403,1.9,1.806966922,489.28,9,9010003,,46,46,46i,46i,Region_8,5730,26.81,2.515,9.17,61,9.472,20.60589744,5.589084967
NLA12_ND-202,7644,48.6652108,-103.0632567,14.35587541,2.1,1.827651509,684.75,10,10110101,,42,42,42d,42d,Region_8,2270,43.14,4.213,8.88,67,20.96,24.50128205,5.77254902
NLA12_ND-R17,8661,46.74569439,-99.49689806,417.5320059,NA,10.03020684,560.4,10,10130103,,42,42,42b,42b,Region_8,13170,24.46,2.395,8.98,70,0.249,11.71794872,5.814379085
NLA12_ND-R18,8662,47.12915154,-99.62037746,62.71326846,NA,2.897100215,536.91,10,10130103,,42,42,42b,42b,Region_8,696,7.22,1.236,8.83,98,13.156,14.30769231,5.633267974
NLA12_NE-101,7344,40.06311139,-99.29220135,5312.030314,10.2,96.66554965,593.39,10,10250009,NLA06608-2332,27,27,27b,27b,Region_7,667,5.85,0.923,8.73,219,17.206,26.38461538,6.569019608
NLA12_NE-101,8229,40.06311139,-99.29220135,5312.030314,8.8,96.66554965,593.39,10,10250009,NLA06608-2332,27,27,27b,27b,Region_7,692,5.72,0.993,8.48,267,16.126,NA,6.569019608
NLA12_NE-102,8067,42.53266913,-100.5913352,13.00093741,1.6,1.65503812,884.24,10,10150004,NLA06608-0924,44,44,44d,44d,Region_7,792,51.01,7.75,8.83,498,2.603,19.1,6.49627451
NLA12_NE-103,1000085,40.36174467,-100.7041992,644.4589529,4.4,45.64530116,787.34,10,10250007,NLA06608-2640,27,27,27b,27b,Region_7,521,4.65,1.058,8.62,310,42.201,26.68333333,6.629411765
NLA12_NE-104,1000088,41.76432182,-98.65979155,50.56218763,2.7,4.77320062,610.76,10,10210010,NLA06608-2824,44,44,44a,44a,Region_7,172.3,4.95,2.304,9.1,237,52.895,26.76923077,6.449542484
NLA12_NE-105,8028,42.50469691,-100.5300766,20.1814267,3,1.935952246,884.56,10,10150004,NLA06608-0220,44,44,44d,44d,Region_7,505,27.8,3.663,9.23,450,70.124,20,6.49627451
NLA12_NE-106,7369,41.03542015,-96.83772744,29.22334703,2.8,2.78891062,391.66,10,10200203,NLA06608-3160,47,47,47i,47i,Region_7,283,8.11,1.905,9,144,4.669,29.13846154,6.325882353
NLA12_NE-107,7775,41.7876174,-102.5218866,24.93596967,1.1,2.162734369,1165.87,10,10180009,NLA06608-3644,44,44,44b,44b,Region_7,1048,42.15,4.45,9.32,277,30.7,23.99358974,6.677581699
NLA12_NE-108,8029,42.45261113,-100.6479949,54.12090517,1.6,4.637214259,903.39,10,10210006,NLA06608-2972,44,44,44d,44d,Region_7,201,15.77,6.225,9.26,673,16.236,18.60128205,6.49627451
NLA12_NE-109,1000084,41.03740677,-100.7757749,641.0234072,6,18.96802865,916,10,10190018,NLA06608-0016,44,44,44a,44a,Region_7,715,4.82,0.723,8.42,59,18.265,26.06923077,6.625163399
NLA12_NE-110,7405,40.32809914,-96.53200107,32.08410411,1.5,4.582719371,425.89,10,10270202,NLA06608-0216,47,47,47i,47i,Region_7,545,21.96,4.163,9.24,1399,1.285,27.94358974,6.363594771
NLA12_NE-111,7830,41.95667791,-103.5261925,98.27506919,2.4,4.982341369,1253.35,10,10180009,NLA06608-0940,25,25,25h,25h,Region_7,682,8.44,0.838,8.32,140,35.489,23,6.58875817
NLA12_NE-112,7840,42.92365358,-102.0414043,59.10681649,1.4,3.443666951,1057.7,10,10150003,NLA06608-0723,44,44,44d,44d,Region_7,346,23.96,1.905,9.12,128,45.573,21.3,6.580457516
NLA12_NE-113,8066,42.26770048,-99.24832415,10.2933147,2.5,1.391692522,730.78,10,10220001,NLA06608-0648,44,44,44d,44d,Region_7,709,50.62,5.6,8.92,268,3.604,19.33974359,6.380196078
NLA12_NE-114,1000086,41.32198742,-98.90067497,1117.854469,10.5,76.75741069,657.71,10,10210003,NLA06608-2740,27,27,27e,27e,Region_7,213,1.78,0.33,8.41,241,56.626,26.86153846,6.449542484
NLA12_NE-121,7960,42.51739225,-100.5028037,159.8335591,1.6,6.269462625,881.22,10,10150004,,44,44,44d,44d,Region_7,621,48.76,8.475,8.92,374,11.305,22.43589744,6.49627451
NLA12_NE-125,7926,42.55808515,-100.5237021,10.61118742,1.5,1.372779249,879.36,10,10150004,,44,44,44d,44d,Region_7,1196,62.51,9.088,9.07,455,18.185,20.3,6.49627451
NLA12_NE-127,8159,42.0197906,-102.436373,122.2560797,1,6.509214165,1180.14,10,10180009,,44,44,44b,44b,Region_7,22590,311.56,17.4,9.67,566,155.947,21.5,6.580457516
NLA12_NE-129,7435,41.38619711,-96.48110256,43.7105103,2,11.61514325,359.2,10,10200202,,47,47,47j,47j,Region_7,507,4.64,2.109,8.56,225,47.049,29.85384615,6.325882353
NLA12_NE-129,8279,41.38619711,-96.48110256,43.7105103,2.2,11.61514325,359.2,10,10200202,,47,47,47j,47j,Region_7,478,4.88,2.308,8.63,260,45.29,24.28205128,6.325882353
NLA12_NE-133,1000093,42.10977927,-98.56233501,73.73345552,1.2,5.949549215,621.19,10,10220001,,44,44,44c,44c,Region_7,276,24.11,1.999,10.26,96,41.967,26.59230769,6.305228758
NLA12_NE-135,8124,41.92340362,-102.3884007,11.39640522,1,1.308100197,1179.53,10,10180009,,44,44,44b,44b,Region_7,16270,515.81,51.313,9.57,3636,254.687,25.2525641,6.677581699
NLA12_NE-149,8243,40.94645984,-100.2425074,4.718959414,1.4,0.833477235,787,10,10200101,,27,27,27g,27g,Region_7,647,12.07,4.5,9.45,421,66.577,22.90128205,6.629411765
NLA12_NE-154,8220,40.57928385,-96.84481374,52.77776641,2.5,4.503244824,409.1,10,10200203,,47,47,47i,47i,Region_7,246,12.56,3.513,8.88,873,14.588,22.5,6.363594771
NLA12_NE-156,8221,42.35166617,-101.2441503,15.61368393,1,1.587822946,1015.33,10,10210006,,44,44,44d,44d,Region_7,324,37.5,12.875,9.64,1156,101.652,22.5,6.565751634
NLA12_NE-157,8301,41.09244722,-96.35328376,37.83887485,21.6,4.793030005,323.19,10,10200203,,47,47,47j,47j,Region_7,416,4.27,0.691,8.82,47,6.641,14.94615385,6.325882353
NLA12_NE-158,8326,40.16908467,-96.83069073,38.5914698,2.9,4.609018572,403.72,10,10270202,,27,27,27f,27f,Region_7,264,8.55,2.396,8.21,697,18.353,23.94487179,6.363594771
NLA12_NE-160,8186,41.93354662,-103.4942217,785.0606322,7.5,17.08228209,1253.72,10,10180009,,25,25,25h,25h,Region_7,603,6.01,0.616,8.53,81,16.585,21.09358974,6.58875817
NLA12_NE-166,8242,40.72029355,-99.69727541,3.839355919,5.3,1.106016659,720.23,10,10200101,,27,27,27g,27g,Region_7,736,6.37,0.9,8.38,104,34.82,NA,6.569019608
NLA12_NE-170,8248,40.76510679,-96.85405546,88.24165564,3.5,7.29050665,375.32,10,10200203,,47,47,47i,47i,Region_7,445,12.25,4.025,9.36,319,5.512,24.23333333,6.363594771
NLA12_NH-101,6670,43.83668383,-71.09323178,12.01846407,6.1,1.615126434,124.81,1,1060002,NLA06608-0726,58,58,58r,58r,Region_1,45.6,2.95,0.145,7.14,22,7.263,14.98333333,-7.690653595
NLA12_NH-101,7380,43.83668383,-71.09323178,12.01846407,5.8,1.615126434,124.81,1,1060002,NLA06608-0726,58,58,58r,58r,Region_1,55.2,2.56,0.254,7.33,20,7.309,24.8025641,-7.690653595
NLA12_NH-102,7104,44.84033593,-71.13438995,13.10744099,3.1,1.502314021,444.3,1,1040001,NLA06608-0358,58,58,58m,58m,Region_1,19.78,6.83,0.388,6.96,20,5.1,22.56416667,-7.743856209
NLA12_NH-103,6858,43.53695021,-71.5109902,1669.501872,43.9,43.11862338,146.79,1,1070002,NLA06608-0930,58,58,58r,58r,Region_1,80.9,2.21,0.133,7.36,6,1.711,14.98333333,-7.690653595
NLA12_NH-104,6601,43.14263278,-72.08689779,300.8288587,9.1,24.69505939,395,1,1070003,NLA06608-0994,58,58,58q,58q,Region_1,25.4,5.43,0.225,6.7,18,3.671,15.9125,-7.649150327
NLA12_NH-105,6812,42.7329984,-72.10333954,53.36929127,2.5,3.016796043,270.74,1,1080202,NLA06608-0162,58,58,58g,58g,Region_1,44.5,6.48,0.414,6.48,27,1.107,23.3,-7.651437908
NLA12_NH-107,7544,42.94554682,-71.23683903,4.074796615,2.4,1.385344576,92.72,1,1060003,,59,59,59h,59h,Region_1,128.3,7.03,0.45,7.78,18,1.085,23.52564103,-7.656013072
NLA12_NH-108,6549,43.36765664,-71.24468602,34.10740133,2.7,2.681281544,185.09,1,1070006,,58,58,58g,58g,Region_1,64,5.49,0.266,7,27,4.687,18.61666667,-7.690653595
NLA12_NH-109,7295,42.99011487,-72.07432508,70.28488728,18.9,4.566072537,422.83,1,1070003,,58,58,58q,58q,Region_1,15.8,1.94,0.125,6.63,7,3.586,21.42692308,-7.651437908
NLA12_NH-111,7231,43.38482901,-70.98609163,40.79827967,5.5,4.371485001,76.02,1,1060003,,59,59,59h,59h,Region_1,74.9,4.11,0.239,7.33,13,3.906,23.88,-7.542026144
NLA12_NH-112,6715,42.73918269,-71.9370297,2.642018802,4.1,0.698884184,370.78,1,1080202,,58,58,58g,58g,Region_1,19.78,3.86,0.159,6.62,15,3.685,20.2,-7.656013072
NLA12_NH-112,7441,42.73918269,-71.9370297,2.642018802,4.1,0.698884184,370.78,1,1080202,,58,58,58g,58g,Region_1,20.4,3.55,0.196,6.69,11,2.012,24.29487179,-7.656013072
NLA12_NH-115,1000130,43.80812429,-71.11845765,20.35454689,4.3,2.418769218,132.13,1,1060002,,58,58,58r,58r,Region_1,55.1,3.4,0.248,7.07,12,1.744,26.3875,-7.690653595
NLA12_NH-R04,6690,43.02256679,-72.01641972,42.21536711,NA,2.939902592,352.85,1,1070003,NLA06608-NH4912,58,58,58q,58q,Region_1,15.11,2.26,0.181,6.6,14,4.864,12.56666667,-7.649150327
NLA12_NJ-101,7210,40.95091108,-74.78413343,22.7240752,5.6,2.950436173,183.07,2,2040105,NLA06608-0781,58,58,58i,58i,Region_2,372,3.31,0.593,8.48,49,11.876,28.49102564,-7.624771242
NLA12_NJ-101,8659,40.95091108,-74.78413343,22.7240752,2.8,2.950436173,183.07,2,2040105,NLA06608-0781,58,58,58i,58i,Region_2,355,3.58,0.618,8.57,50,10.129,20.95,-7.624771242
NLA12_NJ-102,7151,40.92768105,-74.53808878,65.32853198,2.4,5.103482127,238.18,2,2030103,NLA06608-0077,58,58,58i,58i,Region_2,294,7.14,0.828,8.01,158,3.049,27.21923077,-7.624771242
NLA12_NJ-103,8676,40.76302852,-74.28588089,22.64279607,7.5,2.529077422,97.81,2,2030104,NLA06608-0761,64,64,64b,64b,Region_2,445,5.17,0.965,7.93,57,4.091,NA,-7.624771242
NLA12_NJ-104,7209,39.97091954,-74.5712097,37.14026102,3.6,8.284682952,15.44,2,2040202,NLA06608-0013,84,84,84b,84b,Region_2,66.2,6.22,0.399,6.31,39,3.27,22.55,-7.212287582
NLA12_NJ-105,8545,41.14260568,-74.40940536,11.99904778,1.4,2.934866238,347.89,2,2020007,,58,58,58i,58i,Region_2,94.2,4.03,0.426,7.51,12,0.543,19.74705128,-7.68503268
NLA12_NJ-106,8591,41.03000369,-74.30117131,4.681237311,4.4,1.768736459,69.01,2,2030103,,58,58,58i,58i,Region_2,137.2,6.04,1.003,7.63,87,2.803,20.58628205,-7.68503268
NLA12_NJ-107,6800,41.24716907,-74.52116845,3.443556246,2.9,0.808129777,306.91,2,2020007,,58,58,58i,58i,Region_2,627,3.57,0.465,7.9,49,3.454,23.79948718,-7.68503268
NLA12_NJ-108,8761,39.84947938,-74.78728568,28.69745215,2.1,7.516465582,21.56,2,2040202,,84,84,84b,84b,Region_2,128.8,6.59,0.763,6.27,24,4.407,19.0374359,-7.212287582
NLA12_NJ-118,7058,40.79987801,-74.78468146,2.53182338,4.3,0.721117835,282.49,2,2030105,,58,58,58h,58h,Region_2,354,2.35,0.688,8.04,38,9.637,21.12564103,-7.624771242
NLA12_NJ-119,7152,41.05618106,-74.48217948,2.846421383,3.1,0.700955349,254.19,2,2030103,,58,58,58i,58i,Region_2,352,2.91,0.336,8.21,17,4.312,28.05512821,-7.68503268
NLA12_NJ-131,7043,39.4076583,-74.77816024,11.86880463,1.6,1.98397022,9.02,2,2040302,,84,84,84b,84b,Region_2,43.3,5.59,0.313,7.04,7,0.162,30.99615385,-7.212287582
NLA12_NJ-131,8640,39.4076583,-74.77816024,11.86880463,1.8,1.98397022,9.02,2,2040302,,84,84,84b,84b,Region_2,34.1,3.82,0.295,6.6,9,1.58,22.7,-7.212287582
NLA12_NJ-R01,8675,41.1853168,-74.34725508,3.631147547,NA,0.932399796,375.96,2,2030103,NLA06608-0249,58,58,58i,58i,Region_2,14.89,5.6,0.466,5.72,25,0.654,19.61923077,-7.68503268
NLA12_NM-104,6372,35.97484061,-105.9169632,40.80006624,20.5,4.043800695,1915.69,13,13020101,NLA06608-0564,22,22,22h,22h,Region_6,66,2.93,0.18,8.1,30,9.13,28.70897436,6.578562092
NLA12_NM-104,8052,35.97484061,-105.9169632,40.80006624,14,4.043800695,1915.69,13,13020101,NLA06608-0564,22,22,22h,22h,Region_6,120.8,3.26,0.344,8.46,36,7.944,20.96820513,6.578562092
NLA12_NM-105,6361,35.7589017,-105.1444719,325.898413,1.6,7.492451521,2059.13,11,11080004,NLA06608-0628,26,26,26l,26l,Region_6,880,18.96,1.348,8.63,77,1.866,15.10128205,6.578562092
NLA12_NM-117,6403,36.89563356,-105.1370534,24.32774702,9.4,2.00376923,2650.12,11,11080001,,21,21,21f,21f,Region_6,436,17.68,1.129,8.64,25,0.239,13.63205128,-0.305620915
NLA12_NM-117,8073,36.89563356,-105.1370534,24.32774702,8.8,2.00376923,2650.12,11,11080001,,21,21,21f,21f,Region_6,401,18.56,1.348,9.18,28,2.494,16.6525641,-0.305620915
NLA12_NM-129,6507,35.35167925,-103.4881351,1521.935083,14,95.74501471,1146.68,11,11080006,,26,26,26d,26d,Region_6,1577,6.17,0.505,8.7,24,3.506,20.71794872,6.970522876
NLA12_NM-132,6319,36.83163302,-104.2263032,44.17987055,3.2,2.934291857,2066.16,11,11080001,,21,21,21d,21d,Region_6,458,4.63,1.231,8.56,231,15.175,15.25128205,6.534705882
NLA12_NM-133,6412,36.88334317,-105.2471097,1.162679858,1.9,0.406815071,2999.7,13,13020101,,21,21,21g,21g,Region_6,204,19.07,1.503,8.02,52,0.904,14.77948718,-0.305620915
NLA12_NM-134,6500,36.79890899,-108.1040209,86.18705845,16.9,5.097443683,1718.89,14,14080104,NLA06608-3839,22,22,22i,22i,Region_6,391,1.67,0.129,8.43,17,3.357,15.68589744,6.971111111
NLA12_NM-138,6501,35.98082795,-108.9316434,15.39520392,8,2.223609264,2290.19,15,15020006,,23,23,23j,23j,Region_6,201,3.31,0.305,8.62,152,27.383,14.56410256,6.77875817
NLA12_NM-150,6477,36.7118285,-108.1531642,17.24188628,1.9,2.440431656,1614.29,14,14080101,NLA06608-4684,22,22,22i,22i,Region_6,558,3.72,0.939,8.12,159,0.034,22.15128205,6.971111111
NLA12_NM-152,6341,36.17599422,-104.8160803,25.20015344,1,2.103981466,2038.53,11,11080003,NLA06608-3700,26,26,26l,26l,Region_6,898,18.45,1.511,8.84,256,33.099,17.25128205,6.534705882
NLA12_NM-160,6532,35.66711339,-105.2417642,437.4938783,3.4,9.298367,2012.39,13,13060001,NLA06608-2260,26,26,26l,26l,Region_6,506,4.86,0.611,8.44,214,9.705,18.7475641,6.578562092
NLA12_NM-161,8048,36.59549602,-105.4171201,3.570066587,2.5,0.833946074,3307.2,13,13020101,,21,21,21a,21a,Region_6,132.8,2.8,0.214,8.09,16,1.286,16.79423077,-0.305620915
NLA12_NM-162,8053,36.87227505,-106.9285162,17.38204713,5.8,1.706591307,2232.51,14,14080101,,21,21,21d,21d,Region_6,1168,8.43,0.626,9.36,56,0.665,20.75128205,6.46503268
NLA12_NV-101,6482,41.92898525,-119.1790015,100.3274322,1.1,7.006504342,1678.23,16,16040205,NLA06608-1862,80,80,80g,80g,Region_9,366,4.86,1.061,8.33,437,26.783,11.70641026,6.960718954
NLA12_NV-101,7278,41.92898525,-119.1790015,100.3274322,1,7.006504342,1678.23,16,16040205,NLA06608-1862,80,80,80g,80g,Region_9,489,6.26,1.049,8.49,565,61.749,20,6.960718954
NLA12_NV-102,6720,37.90817585,-114.2671693,23.50032449,2.1,3.751118986,1604,15,15010013,NLA06608-2797,13,13,13p,13p,Region_9,615,5.16,0.645,8.64,138,51.3,19.6,6.994379085
NLA12_NV-103,6719,38.39816173,-115.117053,72.28422249,2,5.820396898,1574.3,15,15010011,NLA06608-0237,13,13,13b,13b,Region_9,645,5.24,0.463,9.03,27,7.105,21.78846154,7.027908497
NLA12_NV-104,7137,40.69658925,-118.2877882,4566.923149,6.2,160.5151463,1261,16,16040108,NLA06608-1529,13,13,13j,13j,Region_9,924,6.26,0.573,8.63,125,36.401,22.64358974,7.120130719
NLA12_NV-105,7135,41.21823837,-116.5203252,233.3338323,5.2,11.22508635,1645.33,16,16040106,NLA06608-0889,13,13,13m,13m,Region_9,265,4.34,0.389,8.47,246,20.782,21.26794872,6.79869281
NLA12_NV-106,6481,39.48435525,-118.7235713,164.1227226,1.2,15.10576383,1202.02,16,16050203,NLA06608-0585,13,13,13j,13j,Region_9,255,3.2,0.588,8.36,173,23.808,17.90128205,7.20248366
NLA12_NV-109,6829,40.04718141,-119.5715783,46299.68324,44.4,125.5296821,1156.74,16,16050103,NLA06608-2313,13,13,13h,13h,Region_9,8483,9.5,0.606,9.18,83,1.183,17.24736842,7.081568627
NLA12_NV-119,7136,41.6332907,-118.3893572,15.38586876,3,1.593703024,1311.62,16,16040202,,13,13,13z,13z,Region_9,222,2.99,0.51,9.68,108,27.715,20.89358974,6.934771242
NLA12_NV-119,7277,41.6332907,-118.3893572,15.38586876,2.2,1.593703024,1311.62,16,16040202,,13,13,13z,13z,Region_9,212,3.77,0.728,9.66,166,27.438,20.68076923,6.934771242
NLA12_NV-127,6617,41.75740963,-115.7220267,23.63513802,2.2,2.232382977,2089.15,17,17050104,,80,80,80j,80j,Region_9,249,5.97,0.573,8.28,43,4.271,13.22051282,6.645098039
NLA12_NV-137,7276,41.16858314,-119.8174513,28.89670735,6.4,3.02659775,1560.81,16,16040204,,80,80,80g,80g,Region_9,261,2.26,0.351,8.33,230,60.271,19.05128205,6.960718954
NLA12_NV-141,6775,39.54187799,-119.7789359,7.933417639,4,1.548571783,1353.79,16,16050102,,13,13,13aa,13aa,Region_9,1197,6.34,1.103,8.09,137,28.376,21.04102564,7.184575163
NLA12_NV-144,7306,39.24114932,-117.1658183,5.804787052,1.7,1.211973125,2255.5,16,16060004,,13,13,13s,13s,Region_9,287,1.43,0.206,8.98,20,2.728,14.7,6.974705882
NLA12_NV-167,6618,41.19805974,-115.8922956,4.956316925,1.5,0.957284254,1814.22,16,16040102,,13,13,13m,13m,Region_9,541,10.42,0.845,8.86,150,45.03,17.8525641,6.645098039
NLA12_NV-177,7275,41.69458237,-118.7419158,32.01538297,5.4,2.773789983,2153.8,16,16040205,,80,80,80j,80j,Region_9,98.3,3.48,0.415,9.16,88,20.375,19.57051282,6.934771242
NLA12_NV-193,6793,39.10754761,-119.9072662,34.97203318,3.9,2.919691656,2124.21,16,16050101,,5,5,5f,5f,Region_9,451,4.79,0.445,9.53,21,0.871,16.05,7.184575163
NLA12_NV-R01,7465,40.59285373,-115.3943332,4.379874732,NA,0.827084238,2968.8,16,16040101,NLA06608-NV:2,13,13,13o,13o,Region_9,53.6,0.93,0.075,8.03,12,1.564,15.95,6.761111111
NLA12_NY-0101,6694,42.49915505,-77.1490251,4564.909789,42.3,91.32944677,217.44,4,4140201,NLA06608-1045,60,60,60d,60d,Region_2,296,2.33,0.218,8.33,10,2.345,12.73294872,-7.535359477
NLA12_NY-0101,8546,42.49915505,-77.1490251,4564.909789,43.7,91.32944677,217.44,4,4140201,NLA06608-1045,60,60,60d,60d,Region_2,299,2.49,0.266,8.33,8,1.277,12.91025641,-7.535359477
NLA12_NY-0102,6834,44.03842234,-74.36720503,1683.026984,3,78.15538398,495.93,4,4150305,NLA06608-0229,58,58,58ad,58ad,Region_2,28.2,5.07,0.396,6.61,16,5.281,18.36282051,-7.753202614
NLA12_NY-0103,8647,42.02259255,-73.48550577,61.41492971,5.8,4.569696265,532.8,1,1100005,NLA06608-0101,58,58,58a,58a,Region_1,14.46,1.31,0.111,5.97,4,0.465,13.10512821,-7.593921569
NLA12_NY-0104,6576,43.62876093,-73.42646982,16.58048325,2.6,2.077220757,28.85,2,2010008,,83,83,83b,83b,Region_2,236,3.15,0.429,8.16,55,3.63,21.06884615,-7.658627451
NLA12_NY-0104,7954,43.62876093,-73.42646982,16.58048325,2.5,2.077220757,28.85,2,2010008,,83,83,83b,83b,Region_2,298,4.09,0.524,7.78,53,4.108,23.73461538,-7.658627451
NLA12_NY-0106,7190,44.37867633,-74.36423487,15.71472102,7,2.006578026,504.57,4,4150306,,58,58,58ad,58ad,Region_2,22,3.52,0.248,7.05,14,2.5,17.89358974,-7.753202614
NLA12_NY-0108,7490,41.33989604,-73.67007006,4.448670045,1.7,1.275294645,68.26,2,2030101,,59,59,59c,59c,Region_2,427,5.83,0.694,7.82,124,13.953,24.79871795,-7.697973856
NLA12_NY-0109,7266,44.73604256,-74.06546921,16.83147863,4.8,3.591859161,528.45,4,4150307,,58,58,58ab,58ab,Region_2,26,14.66,0.485,6.61,26,5.004,14.94935897,-7.753202614
NLA12_NY-0110,7206,43.8504499,-73.63471673,3.061326494,4.6,0.739530192,404.72,2,2020001,,58,58,58ac,58ac,Region_2,29.3,3.46,0.321,7.11,11,2.216,25.3,-7.658627451
